Delay X Y X Y
-2667000 0 0 6.1036E-5 -8.3924E-5
-2647000 0 0 0 -5.3406E-5
-2627000 0 0 -6.8665E-5 -0.00011444
-2607000.1 0 0 -3.8147E-5 -0.0001297
-2587000.1 0 0 4.5777E-5 -5.3406E-5
-2567000.1 0 0 0.00013733 0
-2547000.2 0 0 6.1036E-5 4.5777E-5
-2527000.2 0 0 0 1.5259E-5
-2507000.2 0 0 -5.3406E-5 1.5259E-5
-2487000.3 0 0 -3.0518E-5 3.8147E-5
-2467000.3 0 0 4.5777E-5 9.9183E-5
-2447000.3 0 0 5.3406E-5 5.3406E-5
-2427000.3 0 0 4.5777E-5 -6.8665E-5
-2407000.4 0 0 0 -9.1553E-5
-2387000.4 0 0 -7.6295E-6 -4.5777E-5
-2367000.4 0 0 6.1036E-5 -2.2888E-5
-2347000.5 0 0 0.00010681 -7.6295E-6
-2327000.5 0 0 9.9183E-5 -4.5777E-5
-2307000.5 0 0 3.8147E-5 -9.9183E-5
-2287000.6 0 0 7.6295E-6 -7.6294E-5
-2267000.6 0 0 6.1036E-5 -5.3406E-5
-2247000.6 0 0 9.9183E-5 -1.5259E-5
-2227000.7 0 0 5.3406E-5 -3.0518E-5
-2207000.7 0 0 2.2888E-5 -4.5777E-5
-2187000.7 0 0 3.0518E-5 -3.0518E-5
-2167000.7 0 0 -2.2888E-5 0
-2147000.8 0 0 5.3406E-5 -6.1036E-5
-2127000.8 0 0 0.00012207 -5.3406E-5
-2107000.8 0 0 0.00019074 -3.0518E-5
-2087000.9 0 0 0.00010681 -1.5259E-5
-2067000.9 0 0 3.0518E-5 5.3406E-5
-2047000.9 0 0 2.2888E-5 8.3924E-5
-2027001 0 0 4.5777E-5 8.3924E-5
-2007001 0 0 5.3406E-5 4.5777E-5
-1987001 0 0 9.9183E-5 2.2888E-5
-1967001.1 0 0 0.00010681 0.00011444
-1947001.1 0 0 0.00010681 0.00010681
-1927001.1 0 0 0.00018311 0.00015259
-1907001.1 0 0 5.3406E-5 8.3924E-5
-1887001.2 0 0 7.6295E-6 4.5777E-5
-1867001.2 0 0 3.8147E-5 4.5777E-5
-1847001.2 0 0 4.5777E-5 4.5777E-5
-1827001.3 0 0 3.8147E-5 6.8665E-5
-1807001.3 0 0 6.8665E-5 6.8665E-5
-1787001.3 0 0 0.00010681 -2.2888E-5
-1767001.4 0 0 4.5777E-5 -2.2888E-5
-1747001.4 0 0 3.0518E-5 -1.5259E-5
-1727001.4 0 0 -5.3406E-5 -5.3406E-5
-1707001.4 0 0 -2.2888E-5 -9.1553E-5
-1687001.5 0 0 -3.0518E-5 -0.00012207
-1667001.5 0 0 0 -4.5777E-5
-1647001.5 0 0 0 -6.8665E-5
-1627001.6 0 0 4.5777E-5 -0.00010681
-1607001.6 0 0 4.5777E-5 -7.6294E-5
-1587001.6 0 0 9.9183E-5 -6.8665E-5
-1567001.7 0 0 0.00014496 -0.00010681
-1547001.7 0 0 0.00015259 -6.1036E-5
-1527001.7 0 0 0.00012207 -9.1553E-5
-1507001.8 0 0 2.2888E-5 -9.9183E-5
-1487001.8 0 0 7.6295E-6 -5.3406E-5
-1467001.8 0 0 9.1553E-5 6.1036E-5
-1447001.8 0 0 0.00013733 8.3924E-5
-1427001.9 0 0 0.0001297 4.5777E-5
-1407001.9 0 0 3.0518E-5 2.2888E-5
-1387001.9 0 0 3.8147E-5 7.6294E-5
-1367002 0 0 1.5259E-5 8.3924E-5
-1347002 0 0 -6.8665E-5 0.0001297
-1327002 0 0 7.6295E-6 0.00012207
-1307002.1 0 0 6.1036E-5 3.8147E-5
-1287002.1 0 0 -3.0518E-5 0
-1267002.1 0 0 -9.1553E-5 2.2888E-5
-1247002.2 0 0 -7.6294E-5 4.5777E-5
-1227002.2 0 0 -6.1036E-5 3.0518E-5
-1207002.2 0 0 -5.3406E-5 -5.3406E-5
-1187002.2 0 0 1.5259E-5 -9.1553E-5
-1167002.3 0 0 9.9183E-5 -9.9183E-5
-1147002.3 0 0 0.00012207 -5.3406E-5
-1127002.3 0 0 4.5777E-5 0
-1107002.4 0 0 4.5777E-5 -3.8147E-5
-1087002.4 0 0 0.00016022 -0.0001297
-1067002.4 0 0 0.0001297 -9.9183E-5
-1047002.5 0 0 4.5777E-5 1.5259E-5
-1027002.5 0 0 2.2888E-5 3.8147E-5
-1007002.5 0 0 7.6294E-5 0.00011444
-987002.55 0 0 6.8665E-5 7.6294E-5
-967002.58 0 0 0.00011444 6.8665E-5
-947002.61 0 0 0.00015259 7.6294E-5
-927002.64 0 0 0.00015259 7.6294E-5
-907002.67 0 0 0.00011444 2.2888E-5
-887002.7 0 0 6.8665E-5 7.6294E-5
-867002.73 0 0 -5.3406E-5 0.00013733
-847002.76 0 0 -3.8147E-5 0.00015259
-827002.79 0 0 5.3406E-5 3.0518E-5
-807002.82 0 0 6.1036E-5 -7.6295E-6
-787002.85 0 0 6.1036E-5 6.1036E-5
-767002.88 0 0 4.5777E-5 7.6294E-5
-747002.91 0 0 0 4.5777E-5
-727002.95 0 0 -5.3406E-5 -3.8147E-5
-707002.98 0 0 -2.2888E-5 -9.1553E-5
-687003.01 0 0 -9.1553E-5 -0.0001297
-667003.04 0 0 -8.3924E-5 -7.6294E-5
-647003.07 0 0 -3.8147E-5 -0.00010681
-627003.1 0 0 2.2888E-5 -0.00011444
-607003.13 0 0 4.5777E-5 -0.0001297
-587003.16 0 0 -1.5259E-5 -0.00010681
-567003.19 0 0 -2.2888E-5 -3.8147E-5
-547003.22 0 0 0 5.3406E-5
-527003.25 0 0 1.5259E-5 4.5777E-5
-507003.28 0 0 6.1036E-5 -1.5259E-5
-487003.31 0 0 7.6294E-5 -1.5259E-5
-467003.34 0 0 6.8665E-5 0
-447003.37 0 0 8.3924E-5 -2.2888E-5
-427003.4 0 0 9.9183E-5 4.5777E-5
-407003.43 0 0 6.8665E-5 0.00010681
-387003.46 0 0 -7.6295E-6 0.0001297
-367003.5 0 0 -3.0518E-5 7.6294E-5
-347003.53 0 0 -1.5259E-5 1.5259E-5
-327003.56 0 0 -5.3406E-5 0
-307003.59 0 0 -5.3406E-5 -4.5777E-5
-287003.62 0 0 -9.1553E-5 -9.9183E-5
-267003.65 0 0 -1.5259E-5 -9.9183E-5
-247003.68 0 0 3.8147E-5 -9.9183E-5
-227003.71 0 0 0 -0.00015259
-207003.74 0 0 -7.6295E-6 -9.9183E-5
-187003.77 0 0 -2.2888E-5 -3.8147E-5
-167003.8 0 0 -4.5777E-5 -1.5259E-5
-147003.83 0 0 -2.2888E-5 0
-127003.86 0 0 -5.3406E-5 -4.5777E-5
-107003.89 0 0 -3.8147E-5 -6.8665E-5
-87003.923 0 0 4.5777E-5 -4.5777E-5
-67003.954 0 0 2.2888E-5 -5.3406E-5
-47003.984 0 0 0 -6.8665E-5
-27004.015 0 0 4.5777E-5 7.6295E-6
-7004.0454 0 0 3.0518E-5 9.9183E-5
12995.924 0 0 8.3924E-5 6.1036E-5
32995.893 0 0 0.0001297 3.0518E-5
52995.863 0 0 5.3406E-5 3.8147E-5
72995.832 0 0 -3.8147E-5 -2.2888E-5
92995.802 0 0 -3.0518E-5 1.5259E-5
112995.77 0 0 0 6.1036E-5
132995.74 0 0 -4.5777E-5 0.00010681
152995.71 0 0 0 5.3406E-5
172995.68 0 0 5.3406E-5 0.00011444
192995.65 0 0 7.6295E-6 0.00013733
212995.62 0 0 -3.0518E-5 0.00018311
232995.59 0 0 -7.6295E-6 9.9183E-5
252995.56 0 0 4.5777E-5 6.8665E-5
272995.53 0 0 4.5777E-5 4.5777E-5
292995.5 0 0 5.3406E-5 8.3924E-5
312995.47 0 0 1.5259E-5 6.1036E-5
332995.44 0 0 -6.1036E-5 4.5777E-5
352995.4 0 0 -6.1036E-5 3.0518E-5
372995.37 0 0 -5.3406E-5 -1.5259E-5
392995.34 0 0 -6.1036E-5 -1.5259E-5
412995.31 0 0 -4.5777E-5 -2.2888E-5
432995.28 0 0 -1.5259E-5 -7.6295E-6
452995.25 0 0 -7.6295E-6 2.2888E-5
472995.22 0 0 3.0518E-5 0
492995.19 0 0 7.6294E-5 -0.00011444
512995.16 0 0 1.5259E-5 -0.00017548
532995.13 0 0 -3.0518E-5 -0.00016022
552995.1 0 0 0 -0.00017548
572995.07 0 0 8.3924E-5 -3.0518E-5
592995.04 0 0 9.1553E-5 -2.2888E-5
612995.01 0 0 9.9183E-5 -1.5259E-5
632994.98 0 0 8.3924E-5 -3.0518E-5
652994.95 0 0 0.00011444 -6.1036E-5
672994.92 0 0 0.00018311 -3.8147E-5
692994.89 0 0 0.00016785 -6.1036E-5
712994.85 0 0 0.00015259 -7.6295E-6
732994.82 0 0 0.0001297 2.2888E-5
752994.79 0 0 0.0001297 9.9183E-5
772994.76 0 0 0.00015259 6.1036E-5
792994.73 0 0 9.9183E-5 3.0518E-5
812994.7 0 0 9.1553E-5 1.5259E-5
832994.67 0 0 6.8665E-5 8.3924E-5
852994.64 0 0 4.5777E-5 6.1036E-5
872994.61 0 0 3.8147E-5 3.8147E-5
892994.58 0 0 3.0518E-5 6.1036E-5
912994.55 0 0 -3.8147E-5 6.8665E-5
932994.52 0 0 -2.2888E-5 7.6295E-6
952994.49 0 0 -5.3406E-5 -1.5259E-5
972994.46 0 0 -0.00010681 4.5777E-5
992994.43 0 0 -0.00011444 0.00015259
1012994.4 0 0 -3.8147E-5 9.9183E-5
1032994.4 0 0 6.1036E-5 4.5777E-5
1052994.3 0 0 5.3406E-5 4.5777E-5
1072994.3 0 0 -7.6295E-6 7.6295E-6
1092994.3 0 0 -5.3406E-5 0
1112994.2 0 0 -6.1036E-5 3.0518E-5
1132994.2 0 0 -2.2888E-5 3.0518E-5
1152994.2 0 0 3.8147E-5 2.2888E-5
1172994.2 0 0 0 -3.0518E-5
